Date,Close
2016-09-01,641.849976
2016-09-02,642.549988
2016-09-06,650.200012
2016-09-07,643.375
2016-09-08,644.700012
2016-09-09,645.200012
2016-09-12,639.950012
2016-09-14,634.724976
2016-09-15,639.799988
2016-09-16,648.924988
2016-09-19,645.075012
2016-09-20,644.224976
2016-09-21,646.5
2016-09-22,653.450012
2016-09-23,656.349976
2016-09-26,648.075012
2016-09-27,649.025024
2016-09-28,647.625
2016-09-29,638.75
2016-09-30,636.424988
2016-10-03,643.599976
2016-10-04,644.775024
2016-10-05,643.049988
2016-10-06,640.974976
2016-10-07,640.299988
2016-10-10,642.174988
2016-10-13,631.375
2016-10-14,630.900024
2016-10-17,618.849976
2016-10-18,628.924988
2016-10-19,629.174988
2016-10-20,627.75
2016-10-21,635.349976
2016-10-24,631.775024
2016-10-25,625.150024
2016-10-26,619.650024
2016-10-27,626.049988
2016-10-28,629.525024
2016-11-01,629.900024
2016-11-02,623.075012
2016-11-03,627.474976
2016-11-04,621.849976
2016-11-07,624.724976
2016-11-08,627.150024
2016-11-09,625.625
2016-11-10,639.275024
2016-11-11,637.900024
2016-11-15,627.375
2016-11-16,622.174988
2016-11-17,615.099976
2016-11-18,605.700012
2016-11-21,599.349976
2016-11-22,599.025024
2016-11-23,592.375
2016-11-24,582.75
2016-11-25,594.650024
2016-11-28,592.224976
2016-11-29,589.375
2016-11-30,599.799988
2016-12-01,598.625
2016-12-02,594.549988
2016-12-05,598.174988
2016-12-06,597.224976
2016-12-07,590.799988
2016-12-08,599.75
2016-12-09,599.150024
2016-12-12,592.224976
2016-12-13,593.125
2016-12-14,587.849976
2016-12-15,588.299988
2016-12-16,591.150024
2016-12-19,588.375
2016-12-20,590.950012
2016-12-21,590
2016-12-22,586.549988
2016-12-23,593.125
2016-12-26,587.5
2016-12-27,592.599976
2016-12-28,593.375
2016-12-29,602.599976
2016-12-30,603.099976
2017-01-02,598.549988
2017-01-03,594.950012
2017-01-04,592.75
2017-01-05,593.099976
2017-01-06,596.825012
2017-01-09,597.599976
2017-01-10,607.174988
2017-01-11,617
2017-01-12,617.5
2017-01-13,616.25
2017-01-16,623.825012
2017-01-17,619.25
2017-01-18,621.299988
2017-01-19,618.150024
2017-01-20,618.174988
2017-01-23,622.325012
2017-01-24,633.775024
2017-01-25,645.299988
2017-01-27,645.950012
2017-01-30,642.474976
2017-01-31,643.325012
2017-02-01,652.849976
2017-02-02,649.349976
2017-02-03,655.525024
2017-02-06,657.049988
2017-02-07,653.575012
2017-02-08,652.825012
2017-02-09,648.825012
2017-02-10,651.799988
2017-02-13,655.099976
2017-02-14,655.549988
2017-02-15,661.099976
2017-02-16,663.950012
2017-02-17,688.525024
2017-02-20,704.549988
2017-02-21,707.775024
2017-02-22,699.575012
2017-02-23,697.150024
2017-02-27,696.799988
2017-02-28,695.049988
2017-03-01,695.825012
2017-03-02,690.049988
2017-03-03,688.5
2017-03-06,690.375
2017-03-07,693.099976
2017-03-08,696.099976
2017-03-09,697.099976
2017-03-10,700.049988
2017-03-14,705.349976
2017-03-15,708.299988
2017-03-16,708.674988
2017-03-17,712.924988
2017-03-20,718.049988
2017-03-21,720.474976
2017-03-22,715.450012
2017-03-23,715.450012
2017-03-24,712.174988
2017-03-27,704.924988
2017-03-28,710.099976
2017-03-29,714.299988
2017-03-30,733.099976
2017-03-31,721.275024
2017-04-03,716.599976
2017-04-05,716.174988
2017-04-06,719.25
2017-04-07,719.424988
2017-04-10,717.075012
2017-04-11,719.75
2017-04-12,721.849976
2017-04-13,720.150024
2017-04-17,718.400024
2017-04-18,723.650024
2017-04-19,724.5
2017-04-20,731.075012
2017-04-21,748.299988
2017-04-24,766.525024
2017-04-25,768.525024
2017-04-26,775.325012
2017-04-27,784.299988
2017-04-28,773.25
2017-05-02,770.299988
2017-05-03,772.150024
2017-05-04,767.400024
2017-05-05,766.099976
2017-05-08,767.400024
2017-05-09,767.875
2017-05-10,775.900024
2017-05-11,773.200012
2017-05-12,775.825012
2017-05-15,776.700012
2017-05-16,779.825012
2017-05-17,778.575012
2017-05-18,778.549988
2017-05-19,780.625
2017-05-22,788
2017-05-23,784.549988
2017-05-24,783.375
2017-05-25,808.575012
2017-05-26,813
2017-05-29,815.950012
2017-05-30,814.525024
2017-05-31,818.099976
2017-06-01,814.299988
2017-06-02,817.125
2017-06-05,817.775024
2017-06-06,819.474976
2017-06-07,820.400024
2017-06-08,822.375
2017-06-09,833.400024
2017-06-12,834.375
2017-06-13,838.349976
2017-06-14,835.599976
2017-06-15,832.174988
2017-06-16,834.625
2017-06-19,846.450012
2017-06-20,843.275024
2017-06-21,849.349976
2017-06-22,849
2017-06-23,839.325012
2017-06-27,833.825012
2017-06-28,833.224976
2017-06-29,831.525024
2017-06-30,826.025024
2017-07-03,829.299988
2017-07-04,826.674988
2017-07-05,824.375
2017-07-06,829.075012
2017-07-07,833.599976
2017-07-10,838.174988
2017-07-11,840.200012
2017-07-12,840.625
2017-07-13,841.775024
2017-07-14,839.974976
2017-07-17,841.174988
2017-07-18,841.775024
2017-07-19,846.150024
2017-07-20,855.450012
2017-07-21,851.525024
2017-07-24,867.549988
2017-07-25,869.825012
2017-07-26,873.775024
2017-07-27,894.825012
2017-07-28,889.25
2017-07-31,892.200012
2017-08-01,898.599976
2017-08-02,895.825012
2017-08-03,889.974976
2017-08-04,895.125
2017-08-07,894.275024
2017-08-08,888.950012
2017-08-09,882.224976
2017-08-10,880.224976
2017-08-11,874.525024
2017-08-14,878.599976
2017-08-16,890.625
2017-08-17,882.700012
2017-08-18,876.075012
2017-08-21,871.599976
2017-08-22,873.5
2017-08-23,886.224976
2017-08-24,881.25
2017-08-28,881.125
2017-08-29,873.075012
2017-08-30,884.275024
2017-08-31,888.224976
2017-09-01,883.799988
2017-09-04,875.450012
2017-09-05,877.674988
2017-09-06,879.950012
2017-09-07,883.275024
2017-09-08,893.825012
2017-09-11,911.674988
2017-09-12,917.599976
2017-09-13,920.924988
2017-09-14,919.700012
2017-09-15,924.474976
2017-09-18,930.224976
2017-09-19,924.849976
2017-09-20,924.424988
2017-09-21,919.549988
2017-09-22,912.049988
2017-09-25,899.875
2017-09-26,896.150024
2017-09-27,888.25
2017-09-28,897.650024
2017-09-29,902.849976
2017-10-03,904.424988
2017-10-04,898.5
2017-10-05,899.299988
2017-10-06,900.049988
2017-10-09,897.75
2017-10-10,901.349976
2017-10-11,895.075012
2017-10-12,909.400024
2017-10-13,925.400024
2017-10-16,928.575012
2017-10-17,925.625
2017-10-18,934.25
2017-10-19,924.200012
2017-10-23,931.650024
2017-10-24,933.549988
2017-10-25,897.549988
2017-10-26,897.674988
2017-10-27,895.525024
2017-10-30,907.5
2017-10-31,904.25
2017-11-01,910.599976
2017-11-02,911.049988
2017-11-03,915.349976
2017-11-06,914.299988
2017-11-07,911.849976
2017-11-08,912.974976
2017-11-09,913.924988
2017-11-10,911
2017-11-13,906.775024
2017-11-14,901.174988
2017-11-15,900.125
2017-11-16,903.849976
2017-11-17,912.775024
2017-11-20,919.075012
2017-11-21,923.125
2017-11-22,927.625
2017-11-23,921.424988
2017-11-24,925.700012
2017-11-27,928.775024
2017-11-28,932.674988
2017-11-29,936.650024
2017-11-30,926.849976
2017-12-01,924.099976
2017-12-04,917.049988
2017-12-05,910.224976
2017-12-06,901.650024
2017-12-07,904.825012
2017-12-08,920.200012
2017-12-11,923.200012
2017-12-12,909.950012
2017-12-13,910.674988
2017-12-14,919.025024
2017-12-15,936.724976
2017-12-18,939.474976
2017-12-19,942.25
2017-12-20,934.075012
2017-12-21,934.150024
2017-12-22,938.325012
2017-12-26,934.174988
2017-12-27,928.375
2017-12-28,939.025024
2017-12-29,936.200012
2018-01-01,927.25
2018-01-02,936.174988
2018-01-03,926.325012
2018-01-04,929.950012
2018-01-05,931.799988
2018-01-08,930.299988
2018-01-09,931.849976
2018-01-10,932.099976
2018-01-11,936.275024
2018-01-12,932.650024
2018-01-15,948.875
2018-01-16,950.075012
2018-01-17,945.25
2018-01-18,967.150024
2018-01-19,976.099976
2018-01-22,981.674988
2018-01-23,975.650024
2018-01-24,978.825012
2018-01-25,987.474976
2018-01-29,999.825012
2018-01-30,997.75
2018-01-31,1002.849976
2018-02-01,995.575012
2018-02-02,974
2018-02-05,956.924988
2018-02-06,948.400024
2018-02-07,936.400024
2018-02-08,940.474976
2018-02-09,924.75
2018-02-12,938.325012
2018-02-14,941.575012
2018-02-15,940.950012
2018-02-16,939.299988
2018-02-19,939.099976
2018-02-20,931.599976
2018-02-21,928.700012
2018-02-22,926.599976
2018-02-23,940.275024
2018-02-26,955.775024
2018-02-27,951.275024
2018-02-28,942.099976
2018-03-01,937.174988
2018-03-05,934.974976
2018-03-06,923.125
2018-03-07,916.299988
2018-03-08,926.424988
2018-03-09,925.525024
2018-03-12,933.625
2018-03-13,930.125
2018-03-14,932.25
2018-03-15,940.400024
2018-03-16,926.5
2018-03-19,923.625
2018-03-20,919.75
2018-03-21,929.450012
2018-03-22,933.875
2018-03-23,920.775024
2018-03-26,946.724976
2018-03-27,946.299988
2018-03-28,943.049988
2018-04-02,965.599976
2018-04-03,957.950012
2018-04-04,941.625
2018-04-05,954.450012
2018-04-06,961.700012
2018-04-09,969.525024
2018-04-10,960.424988
2018-04-11,959.424988
2018-04-12,964.400024
2018-04-13,962.5
2018-04-16,971.049988
2018-04-17,974.25
2018-04-18,966.299988
2018-04-19,969.5
2018-04-20,977.950012
2018-04-23,967.875
2018-04-24,967.5
2018-04-25,960.375
2018-04-26,965.125
2018-04-27,961.700012
2018-04-30,972.150024
2018-05-02,984.75
2018-05-03,983.950012
2018-05-04,994.25
2018-05-07,988.700012
2018-05-08,983.525024
2018-05-09,989.200012
2018-05-10,996.349976
2018-05-11,1005.875
2018-05-14,1010.875
2018-05-15,1018.900024
2018-05-16,1011.674988
2018-05-17,1013.875
2018-05-18,1006.075012
2018-05-21,996.525024
2018-05-22,994.950012
2018-05-23,983.75
2018-05-24,993
2018-05-25,1004.349976
2018-05-28,1021.099976
2018-05-29,1016.299988
2018-05-30,1024.175049
2018-05-31,1069.724976
2018-06-01,1055.300049
2018-06-04,1023.099976
2018-06-05,1031.800049
2018-06-06,1028.675049
2018-06-07,1031.099976
2018-06-08,1024.675049
2018-06-11,1021.150024
2018-06-12,1021.924988
2018-06-13,1015.724976
2018-06-14,1018.700012
2018-06-15,1014.799988
2018-06-18,1009.575012
2018-06-19,1011.75
2018-06-20,1028.074951
2018-06-21,1028.800049
2018-06-22,1041.675049
2018-06-25,1047.474976
2018-06-26,1046.849976
2018-06-27,1056.300049
2018-06-28,1065.425049
2018-06-29,1054.224976
2018-07-02,1036.625
2018-07-03,1035.099976
2018-07-04,1051.775024
2018-07-05,1061.875
2018-07-06,1057.574951
2018-07-09,1062.824951
2018-07-10,1073.199951
2018-07-11,1074.125
2018-07-12,1082.974976
2018-07-13,1090.449951
2018-07-16,1084.425049
2018-07-17,1088.375
2018-07-18,1088.099976
2018-07-19,1093.050049
2018-07-20,1094.525024
2018-07-23,1078.224976
2018-07-24,1079.875
2018-07-25,1085.175049
2018-07-26,1096.300049
2018-07-27,1101.074951
2018-07-30,1084.949951
2018-07-31,1089.75
2018-08-01,1079.349976
2018-08-02,1065.099976
2018-08-03,1060.824951
2018-08-06,1057.150024
2018-08-07,1065.449951
2018-08-08,1068.175049
2018-08-09,1059.25
2018-08-10,1057.224976
2018-08-13,1045.824951
2018-08-14,1044.550049
2018-08-16,1037.849976
2018-08-17,1038.675049
2018-08-20,1048.099976
2018-08-21,1048.025024
2018-08-23,1039.949951
2018-08-24,1034.925049
2018-08-27,1040.224976
2018-08-28,1047.425049
2018-08-29,1039.25
2018-08-30,1033.050049
2018-08-31,1030.599976
2018-09-03,1037.525024
2018-09-04,1025.900024
2018-09-05,1022.924988
2018-09-06,1026.099976
2018-09-07,1028.474976
2018-09-10,1020.575012
2018-09-11,1000.200012
2018-09-12,1005.924988
2018-09-14,1014.799988
2018-09-17,996.099976
2018-09-18,994.599976
2018-09-19,980.674988
2018-09-21,985.125
2018-09-24,962.849976
2018-09-25,976.200012
2018-09-26,984.099976
2018-09-27,988.075012
2018-09-28,1003.025024
