Date,Close
2016-09-01,509.767914
2016-09-02,501.917328
2016-09-06,505.16156
2016-09-07,504.04715
2016-09-08,511.848175
2016-09-09,517.37085
2016-09-12,518.33667
2016-09-14,517.46991
2016-09-15,527.499817
2016-09-16,532.725281
2016-09-19,536.118164
2016-09-20,532.056641
2016-09-21,531.09082
2016-09-22,539.362366
2016-09-23,546.222351
2016-09-26,548.401672
2016-09-27,550.036194
2016-09-28,540.204407
2016-09-29,531.18988
2016-09-30,536.762024
2016-10-03,540.229187
2016-10-04,543.027649
2016-10-05,539.585266
2016-10-06,550.184814
2016-10-07,549.293274
2016-10-10,543.027649
2016-10-13,523.611694
2016-10-14,533.765442
2016-10-17,525.345276
2016-10-18,535.474243
2016-10-19,538.569885
2016-10-20,538.668945
2016-10-21,527.103577
2016-10-24,526.657837
2016-10-25,525.444336
2016-10-26,522.076233
2016-10-27,519.426331
2016-10-28,522.522034
2016-11-01,520.565552
2016-11-02,507.068512
2016-11-03,507.167572
2016-11-04,498.053955
2016-11-07,495.874603
2016-11-08,497.038574
2016-11-09,497.583405
2016-11-10,500.456177
2016-11-11,496.171783
2016-11-15,488.073547
2016-11-16,488.643158
2016-11-17,484.284454
2016-11-18,489.113678
2016-11-21,491.09491
2016-11-22,496.023193
2016-11-23,499.762756
2016-11-24,489.039398
2016-11-25,492.18457
2016-11-28,488.692688
2016-11-29,494.165802
2016-11-30,490.376709
2016-12-01,494.190552
2016-12-02,492.704651
2016-12-05,492.258881
2016-12-06,497.880585
2016-12-07,494.884003
2016-12-08,505.23587
2016-12-09,509.644073
2016-12-12,508.777313
2016-12-13,515.018127
2016-12-14,524.775635
2016-12-15,521.531433
2016-12-16,523.611694
2016-12-19,526.286316
2016-12-20,523.983154
2016-12-21,526.633057
2016-12-22,521.729553
2016-12-23,523.685974
2016-12-26,518.807251
2016-12-27,527.351257
2016-12-28,519.921692
2016-12-29,527.722717
2016-12-30,536.118164
2017-01-02,537.455444
2017-01-03,539.585266
2017-01-04,528.564758
2017-01-05,533.641602
2017-01-06,532.428101
2017-01-09,533.790222
2017-01-10,539.808167
2017-01-11,537.926025
2017-01-12,536.563904
2017-01-13,540.080566
2017-01-16,533.072021
2017-01-17,515.736328
2017-01-18,511.427185
2017-01-19,511.996796
2017-01-20,508.083862
2017-01-23,503.180359
2017-01-24,508.826843
2017-01-25,503.873779
2017-01-27,507.737152
2017-01-30,517.49469
2017-01-31,517.69281
2017-02-01,519.896912
2017-02-02,516.850769
2017-02-03,511.972015
2017-02-06,515.934448
2017-02-07,510.609924
2017-02-08,507.761932
2017-02-09,511.526245
2017-02-10,510.238434
2017-02-13,510.089844
2017-02-14,519.971191
2017-02-15,520.714172
2017-02-16,528.738098
2017-02-17,532.7005
2017-02-20,532.651001
2017-02-21,538.990906
2017-02-22,598.080811
2017-02-23,585.822021
2017-02-27,613.633362
2017-02-28,613.212341
2017-03-01,611.454041
2017-03-02,612.568481
2017-03-03,623.366089
2017-03-06,646.546387
2017-03-07,646.348267
2017-03-08,639.537842
2017-03-09,637.33374
2017-03-10,634.807678
2017-03-14,638.695801
2017-03-15,646.348267
2017-03-16,642.732544
2017-03-17,644.243225
2017-03-20,634.386658
2017-03-21,625.966492
2017-03-22,623.93573
2017-03-23,630.671875
2017-03-24,637.33374
2017-03-27,619.676086
2017-03-28,617.026184
2017-03-29,622.425049
2017-03-30,629.359314
2017-03-31,654.248352
2017-04-03,680.871033
2017-04-05,700.856567
2017-04-06,712.496277
2017-04-07,696.696045
2017-04-10,684.189575
2017-04-11,679.731812
2017-04-12,670.643005
2017-04-13,675.992249
2017-04-17,689.390259
2017-04-18,678.666931
2017-04-19,677.973511
2017-04-20,678.344971
2017-04-21,694.665283
2017-04-24,702.045288
2017-04-25,709.673035
2017-04-26,701.574768
2017-04-27,698.132385
2017-04-28,691.049561
2017-05-02,678.840271
2017-05-03,678.617371
2017-05-04,672.599426
2017-05-05,657.888855
2017-05-08,654.496033
2017-05-09,658.929016
2017-05-10,673.169006
2017-05-11,673.391907
2017-05-12,668.884644
2017-05-15,665.739441
2017-05-16,671.782166
2017-05-17,670.197205
2017-05-18,657.443115
2017-05-19,653.233032
2017-05-22,655.858093
2017-05-23,646.645447
2017-05-24,642.757324
2017-05-25,645.109985
2017-05-26,662.371399
2017-05-29,672.079346
2017-05-30,673.292847
2017-05-31,664.05542
2017-06-01,657.888855
2017-06-02,656.155273
2017-06-05,658.433716
2017-06-06,650.236389
2017-06-07,663.213379
2017-06-08,659.597656
2017-06-09,661.578918
2017-06-12,653.530212
2017-06-13,651.00415
2017-06-14,672.376526
2017-06-15,685.477356
2017-06-16,687.879578
2017-06-19,698.008606
2017-06-20,699.544006
2017-06-21,704.32373
2017-06-22,709.598694
2017-06-23,711.183716
2017-06-27,711.827576
2017-06-28,692.684021
2017-06-29,689.811279
2017-06-30,683.520935
2017-07-03,684.040955
2017-07-04,704.29895
2017-07-05,714.551758
2017-07-06,714.502258
2017-07-07,738.574036
2017-07-10,739.416077
2017-07-11,740.159058
2017-07-12,748.455383
2017-07-13,753.903748
2017-07-14,759.674072
2017-07-17,768.589539
2017-07-18,752.814087
2017-07-19,759.277832
2017-07-20,757.27179
2017-07-21,785.058411
2017-07-24,800.041382
2017-07-25,793.552917
2017-07-26,803.756165
2017-07-27,789.912415
2017-07-28,789.739075
2017-07-31,800.016663
2017-08-01,794.271118
2017-08-02,806.950928
2017-08-03,817.302795
2017-08-04,803.458984
2017-08-07,800.586243
2017-08-08,793.751038
2017-08-09,791.893616
2017-08-10,784.736511
2017-08-11,765.865356
2017-08-14,779.139526
2017-08-16,775.697144
2017-08-17,776.192444
2017-08-18,780.303528
2017-08-21,774.855164
2017-08-22,772.700562
2017-08-23,783.59729
2017-08-24,776.663025
2017-08-28,775.920044
2017-08-29,758.881531
2017-08-30,774.706543
2017-08-31,789.763855
2017-09-01,797.490601
2017-09-04,799.100342
2017-09-05,808.634949
2017-09-06,814.974854
2017-09-07,810.41803
2017-09-08,809.229309
2017-09-11,810.21991
2017-09-12,816.015015
2017-09-13,841.027893
2017-09-14,835.92627
2017-09-15,833.895508
2017-09-18,837.610291
2017-09-19,830.725525
2017-09-20,839.195251
2017-09-21,833.449707
2017-09-22,809.724609
2017-09-25,813.835632
2017-09-26,812.399292
2017-09-27,791.645996
2017-09-28,779.065247
2017-09-29,773.567383
2017-10-03,790.853516
2017-10-04,811.161011
2017-10-05,816.411255
2017-10-06,829.190125
2017-10-09,822.85022
2017-10-10,835.282349
2017-10-11,832.260986
2017-10-12,864.554871
2017-10-13,868.220154
2017-10-16,868.566833
2017-10-17,866.139832
2017-10-18,905.912842
2017-10-19,901.356018
2017-10-23,930.925781
2017-10-24,925.477417
2017-10-25,931.074341
2017-10-26,938.503906
2017-10-27,921.118713
2017-10-30,933.649902
2017-10-31,932.015442
2017-11-01,943.605591
2017-11-02,937.711426
2017-11-03,936.423645
2017-11-06,923.743835
2017-11-07,898.186096
2017-11-08,879.463562
2017-11-09,892.044312
2017-11-10,875.550659
2017-11-13,867.031433
2017-11-14,878.373901
2017-11-15,875.402039
2017-11-16,895.362854
2017-11-17,903.33728
2017-11-20,912.203247
2017-11-21,923.793335
2017-11-22,922.010254
2017-11-23,938.107666
2017-11-24,942.169189
2017-11-27,942.416809
2017-11-28,934.491943
2017-11-29,937.117065
2017-11-30,912.896667
2017-12-01,901.554138
2017-12-04,893.133972
2017-12-05,905.120361
2017-12-06,917.948792
2017-12-07,922.802734
2017-12-08,912.351807
2017-12-11,907.547363
2017-12-12,907.002502
2017-12-13,906.061462
2017-12-14,912.847107
2017-12-15,911.113525
2017-12-18,912.351807
2017-12-19,917.25531
2017-12-20,909.528564
2017-12-21,904.37738
2017-12-22,911.757446
2017-12-26,921.069214
2017-12-27,915.075989
2017-12-28,915.52179
2017-12-29,912.401367
2018-01-01,901.207458
2018-01-02,902.594299
2018-01-03,906.210022
2018-01-04,911.658386
2018-01-05,914.580688
2018-01-08,919.830933
2018-01-09,932.114502
2018-01-10,933.501343
2018-01-11,928.944519
2018-01-12,940.088867
2018-01-15,940.237488
2018-01-16,914.283508
2018-01-17,915.81897
2018-01-18,911.064026
2018-01-19,922.555115
2018-01-22,962.377625
2018-01-23,974.017273
2018-01-24,957.276001
2018-01-25,956.8302
2018-01-29,955.443359
2018-01-30,941.475769
2018-01-31,952.273376
2018-02-01,934.987244
2018-02-02,895.858154
2018-02-05,893.678833
2018-02-06,883.723206
2018-02-07,886.001587
2018-02-08,896.056274
2018-02-09,889.419189
